"Country";"Language";"Reach";"Sentiment";"Key Phrases";"Keywords";"Twitter Authority";"Twitter Client";"Twitter Followers";"Twitter Following";"Alternate Date Format";"Time";"State";"City"
"New Zealand";"Portuguese";872;"Neutral";"Engrenagem de abusos";"#UseAmarelo";6;"Twitter for iPhone";872;317;"Jun 28, 2020";9:55 AM;"West Coast";"Franz Josef"
"United Kingdom";"Portuguese";70;"Negative";;"#UseAmarelo";3;"Twitter Web App";70;173;"Jun 28, 2020";9:55 AM;"England";"Lazonby"
"New Zealand";"Portuguese";872;"Neutral";"Continuidade do modelo de segurança,métodos repressivos";"#UseAmarelo";6;"Twitter for iPhone";872;317;"Jun 28, 2020";9:55 AM;"West Coast";"Franz Josef"
"Canada";"Portuguese";266;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";4;"Twitter for Android";266;1059;"Jun 28, 2020";9:55 AM;"British Columbia";"Vancouver"
"Unknown";"Portuguese";1172;"Negative";;"#UseAmarelo";6;"Twitter for Android";1172;1281;"Jun 28, 2020";9:55 AM;;
"Unknown";"Portuguese";11;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";1;"Twitter for Android";11;117;"Jun 28, 2020";9:55 AM;;
"Brazil";"Portuguese";4269;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";7;"Twitter for Android";4269;1992;"Jun 28, 2020";9:55 AM;"Rio de Janeiro";
"Brazil";"Portuguese";13;"Neutral";"custas de endividamento,final do regime militar,forte crescimento";"#UseAmarelo";1;"Twitter Web App";13;59;"Jun 28, 2020";9:55 AM;"Rio de Janeiro";"Rio de Janeiro"
"Brazil";"Portuguese";614;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";5;"Twitter Web App";614;632;"Jun 28, 2020";9:55 AM;"Amazonas";"Manaus"
"New Zealand";"Portuguese";872;"Neutral";"ufanismo do Brasil grande";"#UseAmarelo";6;"Twitter for iPhone";872;317;"Jun 28, 2020";9:55 AM;"West Coast";"Franz Josef"
"New Zealand";"Portuguese";872;"Neutral";"ditadura militar";"#UseAmarelo";6;"Twitter for iPhone";872;317;"Jun 28, 2020";9:55 AM;"West Coast";"Franz Josef"
"Unknown";"Portuguese";4224;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";7;"Twitter for Android";4224;4221;"Jun 28, 2020";9:55 AM;;
"New Zealand";"Portuguese";872;"Neutral";"custas de endividamento,final do regime militar,forte crescimento";"#UseAmarelo";6;"Twitter for iPhone";872;317;"Jun 28, 2020";9:55 AM;"West Coast";"Franz Josef"
"Unknown";"Portuguese";128;"Neutral";"editorial na primeira,mudança temporária,serviço da democracia";"#UseAmarelo";4;"Twitter for iPhone";128;475;"Jun 28, 2020";9:55 AM;;
"Brazil";"Portuguese";1;"Neutral";;"#UseAmarelo";;"Twitter for iPhone";1;120;"Jun 28, 2020";9:55 AM;"São Paulo";"São Paulo"
"New Zealand";"Portuguese";872;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";6;"Twitter for iPhone";872;317;"Jun 28, 2020";9:54 AM;"West Coast";"Franz Josef"
"Brazil";"Portuguese";1277;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";6;"Twitter for iPhone";1277;2693;"Jun 28, 2020";9:54 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";435;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter for Android";435;507;"Jun 28, 2020";9:54 AM;"Paraíba";
"Brazil";"Portuguese";43;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";3;"Twitter for Android";43;279;"Jun 28, 2020";9:54 AM;"Mato Grosso";
"New Zealand";"Portuguese";872;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";6;"Twitter for iPhone";872;317;"Jun 28, 2020";9:54 AM;"West Coast";"Franz Josef"
"Unknown";"Portuguese";9;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";1;"Twitter for Android";9;119;"Jun 28, 2020";9:54 AM;;
"Brazil";"Portuguese";654;"Neutral";;"#UseAmarelo";5;"Twitter for Android";654;2305;"Jun 28, 2020";9:54 AM;"Mato Grosso";
"Unknown";"Portuguese";0;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";;"Twitter for Android";;61;"Jun 28, 2020";9:54 AM;;
"Unknown";"Portuguese";1390;"Neutral";"curso online gratuito";"#UseAmarelo";6;"Twitter for Android";1390;1589;"Jun 28, 2020";9:54 AM;;
"Brazil";"Portuguese";1014;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";6;"Twitter for Android";1014;521;"Jun 28, 2020";9:53 AM;"Paraná";"Curitiba"
"Brazil";"Portuguese";46;"Neutral";"curso online gratuito";"#UseAmarelo";3;"Twitter for Android";46;329;"Jun 28, 2020";9:53 AM;"Pernambuco";"Recife"
"Brazil";"Portuguese";76;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";3;"Twitter for Android";76;185;"Jun 28, 2020";9:53 AM;"Piauí";"Teresina"
"Brazil";"Portuguese";262;"Negative";;"#UseAmarelo";4;"Twitter for Android";262;1250;"Jun 28, 2020";9:53 AM;"Ceará";"Fortaleza"
"Unknown";"Portuguese";5383;"Neutral";"curso online gratuito";"#UseAmarelo";7;"Twitter for Android";5383;5244;"Jun 28, 2020";9:53 AM;;
"Unknown";"Portuguese";262;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";4;"Twitter for Android";262;522;"Jun 28, 2020";9:53 AM;;
"Brazil";"Portuguese";5048;"Neutral";;"#UseAmarelo";7;"Twitter Web App";5048;1875;"Jun 28, 2020";9:53 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";20;"Neutral";"curso online gratuito";"#UseAmarelo";2;"Twitter for iPhone";20;228;"Jun 28, 2020";9:53 AM;;
"North Korea";"Portuguese";361;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";5;"Twitter Web App";361;982;"Jun 28, 2020";9:53 AM;"South Pyongan";
"Unknown";"Portuguese";818;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter for Android";818;863;"Jun 28, 2020";9:53 AM;;
"Brazil";"Portuguese";29;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";3;"Twitter for iPhone";29;69;"Jun 28, 2020";9:53 AM;"São Paulo";"Mogi Guaçu"
"Brazil";"Portuguese";464;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";5;"Twitter Web App";464;901;"Jun 28, 2020";9:53 AM;"Rio Grande do Sul";"Novo Hamburgo"
"Brazil";"Portuguese";62;"Neutral";"Continuidade do modelo de segurança,métodos repressivos";"#UseAmarelo";3;"Twitter for Android";62;226;"Jun 28, 2020";9:53 AM;"Rio Grande do Sul";"Porto Alegre"
"Unknown";"Portuguese";145;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";4;"Twitter for Android";145;272;"Jun 28, 2020";9:53 AM;;
"Unknown";"Portuguese";560;"Positive";;"#UseAmarelo";5;"Twitter for Android";560;582;"Jun 28, 2020";9:52 AM;;
"Unknown";"Portuguese";169;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";4;"Twitter for Android";169;110;"Jun 28, 2020";9:52 AM;;
"Unknown";"Portuguese";1224;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";6;"Twitter for Android";1224;5001;"Jun 28, 2020";9:52 AM;;
"Unknown";"Portuguese";341;"Positive";"cidadão brasileiro";"#UseAmarelo";4;"Twitter for Android";341;379;"Jun 28, 2020";9:52 AM;;
"Brazil";"Portuguese";357;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";5;"Twitter for Android";357;2450;"Jun 28, 2020";9:52 AM;"Rio Grande do Norte";
"Unknown";"Portuguese";344;"Neutral";;"#useamarelo";4;"Twitter for iPhone";344;867;"Jun 28, 2020";9:52 AM;;
"Brazil";"Portuguese";54;"Neutral";"fascistas de ""pró,grandessíssima cara de pau,manifestações legítimas";"#UseAmarelo";3;"Twitter for Android";54;206;"Jun 28, 2020";9:52 AM;"Federal District";"Brasília"
"Unknown";"Portuguese";122;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";3;"Twitter Web App";122;196;"Jun 28, 2020";9:52 AM;;
"Unknown";"Portuguese";26;"Negative";"milagre econômico";"#UseAmarelo";2;"Twitter Web App";26;142;"Jun 28, 2020";9:52 AM;;
"Unknown";"Portuguese";11;"Neutral";"grave amnésia";"#UseAmarelo";1;"Twitter for Android";11;139;"Jun 28, 2020";9:52 AM;;
"Brazil";"Portuguese";24678;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";9;"Twitter for Android";24678;7412;"Jun 28, 2020";9:52 AM;"Rio Grande do Sul";"Porto Alegre"
"Canada";"Portuguese";47;"Negative";"desgoverno do PT";"#UseAmarelo";3;"Twitter for iPhone";47;183;"Jun 28, 2020";9:52 AM;"Ontario";"Toronto"
"Brazil";"Portuguese";5048;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";7;"Twitter Web App";5048;1875;"Jun 28, 2020";9:52 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";71;"Negative";;"#UseAmarelo";3;"Twitter for Android";71;337;"Jun 28, 2020";9:51 AM;;
"Unknown";"Portuguese";494;"Neutral";;"#UseAmarelo";5;"Twitter for iPhone";494;2075;"Jun 28, 2020";9:51 AM;;
"Brazil";"Portuguese";1544;"Neutral";"curso online gratuito";"#UseAmarelo";6;"Twitter Web App";1544;867;"Jun 28, 2020";9:51 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";1288;"Neutral";"período desta,regime militar";"#UseAmarelo";6;"Twitter for Android";1288;2586;"Jun 28, 2020";9:51 AM;;
"Unknown";"Portuguese";161;"Neutral";;"#useamarelo";4;"Twitter for iPhone";161;771;"Jun 28, 2020";9:51 AM;;
"Unknown";"Portuguese";2120;"Neutral";"ditadura do STF,soberania popular,últimas eleições";"#UseAmarelo";6;"Twitter Web App";2120;2623;"Jun 28, 2020";9:51 AM;;
"Brazil";"Portuguese";11;"Neutral";"instrumento democrático,última instância";"#UseAmarelo";1;"Twitter for Android";11;34;"Jun 28, 2020";9:51 AM;"Rio de Janeiro";"Vila Militar Copacabana - VMC - Exército - Army"
"Unknown";"Portuguese";6923;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";7;"Twitter for Android";6923;6977;"Jun 28, 2020";9:51 AM;;
"Unknown";"Portuguese";17;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";2;"Twitter for Android";17;281;"Jun 28, 2020";9:50 AM;;
"Unknown";"Portuguese";2236;"Neutral";"curso online gratuito";"#UseAmarelo";6;"Twitter for Android";2236;3569;"Jun 28, 2020";9:50 AM;;
"Unknown";"Portuguese";552;"Neutral";;"#useamarelo";5;"Twitter for iPhone";552;753;"Jun 28, 2020";9:50 AM;;
"Unknown";"Portuguese";845;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";5;"Twitter for Android";845;2218;"Jun 28, 2020";9:50 AM;;
"Unknown";"Portuguese";131;"Neutral";"editorial na primeira,mudança temporária,serviço da democracia";"#UseAmarelo";4;"Twitter for iPhone";131;133;"Jun 28, 2020";9:50 AM;;
"Unknown";"Portuguese";22;"Neutral";;"#UseAmarelo";2;"Twitter for Android";22;187;"Jun 28, 2020";9:50 AM;;
"Unknown";"Portuguese";12;"Neutral";;"#UseAmarelo";1;"Twitter for Android";12;1134;"Jun 28, 2020";9:50 AM;;
"Brazil";"Portuguese";143;"Neutral";"grave amnésia";"#UseAmarelo";4;"Twitter for Android";143;440;"Jun 28, 2020";9:50 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";5360;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";7;"Twitter for Android";5360;5175;"Jun 28, 2020";9:50 AM;;
"Unknown";"Portuguese";301;"Neutral";;"#useamarelo";5;"Twitter for iPhone";301;1069;"Jun 28, 2020";9:50 AM;;
"Brazil";"Portuguese";4214;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";7;"Twitter for Android";4214;2210;"Jun 28, 2020";9:50 AM;"Pernambuco";"Recife"
"Unknown";"Portuguese";271;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";4;"Twitter for iPhone";271;616;"Jun 28, 2020";9:50 AM;;
"Unknown";"Portuguese";381;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter for Android";381;531;"Jun 28, 2020";9:50 AM;;
"Brazil";"Portuguese";1373;"Neutral";"período desta,regime militar";"#UseAmarelo";6;"Twitter for iPhone";1373;2502;"Jun 28, 2020";9:50 AM;"Federal District";"Brasília"
"Brazil";"Portuguese";20;"Neutral";"editorial na primeira,mudança temporária,serviço da democracia";"#UseAmarelo";2;"Twitter for iPhone";20;356;"Jun 28, 2020";9:49 AM;"São Paulo";"São Paulo"
"Spain";"English";1606;"Negative";;"#UseAmarelo";6;"Twitter for iPhone";1606;3109;"Jun 28, 2020";9:49 AM;"Canary Islands";"Valsequillo de Gran Canaria"
"Brazil";"Portuguese";3761;"Neutral";"custas de endividamento,final do regime militar,forte crescimento";"#UseAmarelo";7;"Twitter for Android";3761;1937;"Jun 28, 2020";9:49 AM;"Minas Gerais";"Belo Horizonte"
"Unknown";"Portuguese";83;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";3;"Twitter for iPhone";83;260;"Jun 28, 2020";9:49 AM;;
"Brazil";"Portuguese";1012;"Negative";"boa pergunta,conta de corrupção";"#UseAmarelo";5;"Twitter for iPhone";1012;1948;"Jun 28, 2020";9:49 AM;"Piauí";"Teresina"
"Brazil";"Portuguese";763;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter for Android";763;1897;"Jun 28, 2020";9:49 AM;"Amazonas";"Manaus"
"Brazil";"Portuguese";3761;"Neutral";"curso online gratuito";"#UseAmarelo";7;"Twitter for Android";3761;1937;"Jun 28, 2020";9:49 AM;"Minas Gerais";"Belo Horizonte"
"Unknown";"Portuguese";227;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";4;"Twitter Web App";227;2556;"Jun 28, 2020";9:49 AM;;
"Brazil";"Portuguese";257;"Neutral";;"#UseAmarelo";4;"Twitter for iPad";257;445;"Jun 28, 2020";9:49 AM;"Mato Grosso";
"Brazil";"Portuguese";74;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";3;"Twitter for Android";74;869;"Jun 28, 2020";9:49 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";490;"Negative";"miliciano nazifascista";"#UseAmarelo";5;"Twitter for Android";490;1511;"Jun 28, 2020";9:49 AM;"Mato Grosso";
"Portugal";"Portuguese";3522;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";7;"Twitter for iPhone";3522;494;"Jun 28, 2020";9:49 AM;"Lisbon";"Vialonga"
"Brazil";"Portuguese";37;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";2;"Twitter for iPhone";37;258;"Jun 28, 2020";9:49 AM;"Mato Grosso";
"Brazil";"Portuguese";21;"Neutral";;"#UseAmarelo";2;"Twitter for iPhone";21;233;"Jun 28, 2020";9:49 AM;"Paraná";"Maringá"
"Brazil";"Portuguese";47;"Neutral";"geração de militares";"#UseAmarelo";3;"Twitter Web App";47;229;"Jun 28, 2020";9:49 AM;"Espírito Santo";"Vitória"
"Brazil";"Portuguese";31;"Neutral";"fascistas de ""pró,grandessíssima cara de pau,manifestações legítimas";"#UseAmarelo";2;"Twitter for Android";31;96;"Jun 28, 2020";9:49 AM;"São Paulo";"São José dos Campos"
"Portugal";"Portuguese";724;"Neutral";"editorial na primeira,mudança temporária,serviço da democracia";"#UseAmarelo";5;"Twitter for iPhone";724;617;"Jun 28, 2020";9:48 AM;"Lisbon";"Lisbon"
"Unknown";"Portuguese";250;"Neutral";"geração de militares";"#UseAmarelo";4;"Twitter Web App";250;1881;"Jun 28, 2020";9:48 AM;;
"Brazil";"Portuguese";636;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";5;"Twitter Web App";636;422;"Jun 28, 2020";9:48 AM;"Mato Grosso";
"Unknown";"Portuguese";48;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";3;"Twitter for Android";48;157;"Jun 28, 2020";9:48 AM;;
"Brazil";"Portuguese";89;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";4;"Twitter for Android";89;179;"Jun 28, 2020";9:48 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";793;"Neutral";"fascistas de ""pró,grandessíssima cara de pau,manifestações legítimas";"#UseAmarelo";5;"Twitter for iPhone";793;1373;"Jun 28, 2020";9:48 AM;;
"Azerbaijan";"Portuguese";659;"Neutral";"editorial na primeira,mudança temporária,serviço da democracia";"#UseAmarelo";5;"Twitter for iPhone";659;1770;"Jun 28, 2020";9:48 AM;"A?da?";
"Unknown";"Portuguese";818;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";5;"Twitter for Android";818;863;"Jun 28, 2020";9:48 AM;;
"Brazil";"Portuguese";3112;"Neutral";"fascistas de ""pró,grandessíssima cara de pau,manifestações legítimas";"#UseAmarelo";6;"Twitter for Android";3112;3840;"Jun 28, 2020";9:48 AM;"São Paulo";"Sorocaba"
"Brazil";"Portuguese";113;"Neutral";"grave amnésia";"#UseAmarelo";4;"Twitter for Android";113;85;"Jun 28, 2020";9:48 AM;"Mato Grosso";
"Brazil";"Portuguese";556;"Neutral";"editorial na primeira,mudança temporária,serviço da democracia";"#UseAmarelo";5;"Twitter for Android";556;1094;"Jun 28, 2020";9:48 AM;"Rio Grande do Sul";"Caxias do Sul"
"India";"Portuguese";2397;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";7;"Twitter for Android";2397;1101;"Jun 28, 2020";9:48 AM;"Delhi";
"Brazil";"Portuguese";7;"Neutral";"grave amnésia";"#UseAmarelo";1;"Twitter for Android";7;321;"Jun 28, 2020";9:48 AM;"São Paulo";"São Paulo"
"New Zealand";"Portuguese";872;"Negative";;"#UseAmarelo";6;"Twitter for iPhone";872;317;"Jun 28, 2020";9:48 AM;"West Coast";"Franz Josef"
"Unknown";"Portuguese";41;"Neutral";"curso online gratuito";"#UseAmarelo";3;"Twitter Web App";41;98;"Jun 28, 2020";9:48 AM;;
"Unknown";"Portuguese";186;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";3;"Twitter Web App";186;253;"Jun 28, 2020";9:48 AM;;
"Unknown";"Portuguese";12;"Neutral";"fascistas de ""pró,grandessíssima cara de pau,manifestações legítimas";"#UseAmarelo";2;"Twitter for Android";12;67;"Jun 28, 2020";9:48 AM;;
"Brazil";"Portuguese";369;"Neutral";"editorial na primeira,mudança temporária,serviço da democracia";"#UseAmarelo";5;"Twitter for Android";369;553;"Jun 28, 2020";9:48 AM;"Paraíba";"João Pessoa"
"Belgium";"Portuguese";695;"Neutral";"curso online gratuito";"#UseAmarelo";5;"Twitter for Android";695;3913;"Jun 28, 2020";9:48 AM;"Flanders";"Antwerpen"
"Unknown";"Portuguese";101;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";4;"Twitter for iPhone";101;38;"Jun 28, 2020";9:48 AM;;
"Unknown";"Portuguese";1055;"Neutral";"curso online gratuito";"#UseAmarelo";6;"Twitter for Android";1055;1809;"Jun 28, 2020";9:48 AM;;
"Brazil";"Portuguese";527;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";5;"Twitter Web App";527;521;"Jun 28, 2020";9:48 AM;"Minas Gerais";"Belo Horizonte"
"Brazil";"Portuguese";804;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";5;"Twitter for Android";804;2095;"Jun 28, 2020";9:48 AM;"Paraná";"Curitiba"
"Brazil";"Portuguese";34;"Negative";;"#UseAmarelo";2;"Twitter for iPhone";34;300;"Jun 28, 2020";9:48 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";1669;"Neutral";"curso online gratuito";"#UseAmarelo";6;"Twitter for Android";1669;474;"Jun 28, 2020";9:47 AM;"Minas Gerais";"Belo Horizonte"
"Brazil";"Portuguese";62;"Negative";"Homrns brancos de terno";"#UseAmarelo";3;"Twitter for Android";62;227;"Jun 28, 2020";9:47 AM;"Rio Grande do Sul";"Porto Alegre"
"Brazil";"Portuguese";178;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";4;"Twitter Web App";178;378;"Jun 28, 2020";9:47 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";328;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";5;"Twitter for Android";328;393;"Jun 28, 2020";9:47 AM;;
"Brazil";"Portuguese";38;"Neutral";"ufanismo do Brasil grande";"#UseAmarelo";3;"Twitter for Android";38;364;"Jun 28, 2020";9:47 AM;"Federal District";"Brasília"
"Brazil";"Portuguese";1970;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";6;"Twitter for iPhone";1970;3045;"Jun 28, 2020";9:47 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";186;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";4;"Twitter Web App";186;221;"Jun 28, 2020";9:47 AM;;
"Unknown";"Portuguese";2274;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";6;"Twitter for Android";2274;2928;"Jun 28, 2020";9:47 AM;;
"Unknown";"Portuguese";6;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";;"Twitter for Android";6;112;"Jun 28, 2020";9:46 AM;;
"Unknown";"Portuguese";1961;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";6;"Twitter Web App";1961;2348;"Jun 28, 2020";9:46 AM;;
"Unknown";"Portuguese";22;"Neutral";"curso online gratuito";"#UseAmarelo";2;"Twitter for iPhone";22;43;"Jun 28, 2020";9:46 AM;;
"Brazil";"Portuguese";4738;"Neutral";"editorial na primeira,mudança temporária,serviço da democracia";"#UseAmarelo";7;"Twitter for Android";4738;3207;"Jun 28, 2020";9:46 AM;"Paraná";"Curitiba"
"Brazil";"Portuguese";112;"Neutral";"bando de comunistas,períodos históricos";"#UseAmarelo";4;"Twitter for Android";112;321;"Jun 28, 2020";9:46 AM;"Paraíba";"João Pessoa"
"Brazil";"Portuguese";272;"Positive";;"#UseAmarelo";4;"Twitter for Android";272;302;"Jun 28, 2020";9:46 AM;"Rio de Janeiro";
"Brazil";"Portuguese";142456;"Neutral";"editorial na primeira,mudança temporária,serviço da democracia";"#UseAmarelo";10;"Twitter for Android";142456;3168;"Jun 28, 2020";9:46 AM;"Rio de Janeiro";
"Unknown";"Portuguese";43;"Neutral";"fascistas de ""pró,grandessíssima cara de pau,manifestações legítimas";"#UseAmarelo";3;"Twitter for Android";43;103;"Jun 28, 2020";9:46 AM;;
"Brazil";"Portuguese";204;"Neutral";;"#UseAmarelo";4;"Twitter for iPhone";204;641;"Jun 28, 2020";9:46 AM;"Ceará";"Fortaleza"
"Unknown";"Portuguese";79;"Neutral";"cara de pau,democracia de verdade,fascistas de ""pró,manifestações legítimas";"#UseAmarelo";3;"Twitter Web App";79;318;"Jun 28, 2020";9:46 AM;;
"Unknown";"Portuguese";45;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";3;"Twitter Web App";45;553;"Jun 28, 2020";9:46 AM;;
"Unknown";"Portuguese";494;"Negative";"Médio ouvi";"#UseAmarelo";5;"Twitter for Android";494;744;"Jun 28, 2020";9:45 AM;;
"Unknown";"Portuguese";6;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";1;"Twitter for Android";6;42;"Jun 28, 2020";9:45 AM;;
"Brazil";"Portuguese";8;"Neutral";"curso online gratuito";"#UseAmarelo";1;"Twitter for iPhone";8;37;"Jun 28, 2020";9:45 AM;"Ceará";"Fortaleza"
"Unknown";"Portuguese";159;"Neutral";"curso online gratuito";"#UseAmarelo";4;"Twitter Web App";159;438;"Jun 28, 2020";9:45 AM;;
"Brazil";"Portuguese";2235;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";6;"Twitter for iPhone";2235;2241;"Jun 28, 2020";9:45 AM;"Mato Grosso";
"Brazil";"Portuguese";3798;"Neutral";;"#UseAmarelo";7;"Twitter for iPhone";3798;704;"Jun 28, 2020";9:45 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";45;"Neutral";"curso online gratuito";"#UseAmarelo";3;"Twitter Web App";45;553;"Jun 28, 2020";9:45 AM;;
"Unknown";"Portuguese";217;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";4;"Twitter for Android";217;699;"Jun 28, 2020";9:45 AM;;
"Brazil";"Portuguese";10049;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";8;"Twitter for iPhone";10049;8371;"Jun 28, 2020";9:45 AM;"São Paulo";"São Paulo"
"Unknown";"Portuguese";5;"Neutral";"ditadura militar";"#UseAmarelo";1;"Twitter for iPhone";5;189;"Jun 28, 2020";9:45 AM;;
"Brazil";"Portuguese";18;"Neutral";"judiciário brasileiro,voto popular";"#UseAmarelo";2;"Twitter Web App";18;71;"Jun 28, 2020";9:45 AM;"São Paulo";"São Paulo"
"United Kingdom";"Portuguese";75;"Neutral";"burguês safado,escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";4;"Bot Cotidiano";75;;"Jun 28, 2020";9:45 AM;"England";"Street"
"Brazil";"Portuguese";971;"Neutral";"colega preso político,ditaduras contemporâneas";"#UseAmarelo";5;"Twitter Web App";971;4380;"Jun 28, 2020";9:45 AM;"São Paulo";"Campinas"
"Brazil";"Portuguese";7508706;"Neutral";"escândalos financeiros,falta de transparência,fragilidade de órgãos de controle,período militar";"#UseAmarelo";10;"TweetDeck";7508706;178469;"Jun 28, 2020";9:45 AM;"São Paulo";"São Paulo"
"Brazil";"Portuguese";148;"Neutral";"fascistas de ""pró,grandessíssima cara de pau,manifestações legítimas";"#UseAmarelo";4;"Twitter for Android";148;253;"Jun 28, 2020";9:45 AM;"Bahia";"Camaçari"
"Unknown";"Portuguese";644;"Neutral";;"#UseAmarelo";5;"Twitter for iPhone";644;1211;"Jun 28, 2020";9:44 AM;;
